task,category,date,date_iso8601,notes,creator,modifier,modifiedDate
👕 Laundry,,2023-01-22 14:00:00,20230122T200000.000Z,,,,
👕 Laundry,,2023-01-24 18:00:00,20230125T000000.000Z,,,,
👕 Laundry,,2023-01-27 15:00:00,20230127T210000.000Z,,,,
👕 Laundry,,2023-01-30 20:00:00,20230131T020000.000Z,,,,
👕 Laundry,,2023-02-01 20:00:00,20230202T020000.000Z,,,,
👕 Laundry,,2023-02-03 12:30:00,20230203T183000.000Z,,,,
👕 Laundry,,2023-02-05 18:00:00,20230206T000000.000Z,,,,
👕 Laundry,,2023-02-08 22:00:00,20230209T040000.000Z,,,,
👕 Laundry,,2023-02-10 23:00:00,20230211T050000.000Z,,,,
👕 Laundry,,2023-02-13 20:00:00,20230214T020000.000Z,,,,
👕 Laundry,,2023-02-16 20:15:00,20230217T021500.000Z,,,,
👕 Laundry,,2023-02-22 20:00:00,20230223T020000.000Z,,,,
👕 Laundry,,2023-02-24 17:00:00,20230224T230000.000Z,,,,
👕 Laundry,,2023-02-27 18:00:00,20230228T000000.000Z,,,,
👕 Laundry,,2023-02-28 21:30:00,20230301T033000.000Z,,,,
👕 Laundry,,2023-03-03 16:00:00,20230303T220000.000Z,,,,
👕 Laundry,,2023-03-06 21:00:00,20230307T030000.000Z,,,,
👕 Laundry,,2023-03-10 08:45:00,20230310T144500.000Z,,,,
👕 Laundry,,2023-03-12 21:00:00,20230313T020000.000Z,,,,
👕 Laundry,,2023-03-14 20:00:00,20230315T010000.000Z,,,,
👕 Laundry,,2023-03-16 13:30:00,20230316T183000.000Z,,,,
👕 Laundry,,2023-03-20 21:30:00,20230321T023000.000Z,,,,
👕 Laundry,,2023-03-24 16:00:00,20230324T210000.000Z,,,,
👕 Laundry,,2023-03-26 20:00:00,20230327T010000.000Z,,,,
👕 Laundry,,2023-03-31 09:30:00,20230331T143000.000Z,,,,
👕 Laundry,,2023-04-02 19:00:00,20230403T000000.000Z,,,,
👕 Laundry,,2023-04-04 15:00:00,20230404T200000.000Z,,,,
👕 Laundry,,2023-04-06 14:00:00,20230406T190000.000Z,,,,
👕 Laundry,,2023-04-09 19:30:00,20230410T003000.000Z,,,,
👕 Laundry,,2023-04-12 18:00:00,20230412T230000.000Z,,,,
👕 Laundry,,2023-04-13 21:00:00,20230414T020000.000Z,,,,
👕 Laundry,,2023-04-16 21:00:00,20230417T020000.000Z,,,,
👕 Laundry,,2023-04-19 19:30:00,20230420T003000.000Z,,,,
👕 Laundry,,2023-04-22 16:30:00,20230422T213000.000Z,,,,
👕 Laundry,,2023-04-23 16:00:00,20230423T210000.000Z,,,,
👕 Laundry,,2023-04-26 18:00:00,20230426T230000.000Z,,,,
👕 Laundry,,2023-04-28 13:00:00,20230428T180000.000Z,,,,
👕 Laundry,,2023-04-30 19:30:00,20230501T003000.000Z,,,,
👕 Laundry,,2023-05-03 12:30:00,20230503T173000.000Z,,,,
👕 Laundry,,2023-05-07 17:00:00,20230507T220000.000Z,,,,
👕 Laundry,,2023-05-10 17:30:00,20230510T223000.000Z,,,,
👕 Laundry,,2023-05-14 18:00:00,20230514T230000.000Z,,,,
👕 Laundry,,2023-05-16 16:45:00,20230516T214500.000Z,,,,
👕 Laundry,,2023-05-18 13:00:00,20230518T180000.000Z,,,,
👕 Laundry,,2023-05-21 18:00:00,20230521T230000.000Z,,,,
👕 Laundry,,2023-05-24 21:00:00,20230525T020000.000Z,,,,
👕 Laundry,,2023-05-27 21:30:00,20230528T023000.000Z,,,,
👕 Laundry,,2023-05-29 22:00:00,20230530T030000.000Z,,,,
👕 Laundry,,2023-06-01 20:45:00,20230602T014500.000Z,,,,
👕 Laundry,,2023-06-03 22:00:00,20230604T030000.000Z,,,,
👕 Laundry,,2023-06-05 21:15:00,20230606T021500.000Z,,,,
👕 Laundry,,2023-06-06 22:00:00,20230607T030000.000Z,,,,
👕 Laundry,,2023-06-10 09:11:00,20230610T141100.000Z,,,,
👕 Laundry,,2023-06-11 19:00:00,20230612T000000.000Z,,,,
👕 Laundry,,2023-06-14 20:00:00,20230615T010000.000Z,,,,
👕 Laundry,,2023-06-18 12:00:00,20230618T170000.000Z,,,,
👕 Laundry,,2023-06-19 20:00:00,20230620T010000.000Z,,,,
👕 Laundry,,2023-06-20 20:00:00,20230621T010000.000Z,,,,
👕 Laundry,,2023-06-22 16:30:00,20230622T213000.000Z,,,,
👕 Laundry,,2023-06-24 19:00:00,20230625T000000.000Z,,,,
👕 Laundry,,2023-06-27 08:30:00,20230627T133000.000Z,,,,
👕 Laundry,,2023-06-29 20:00:00,20230630T010000.000Z,,,,
👕 Laundry,,2023-07-03 12:00:00,20230703T170000.000Z,,,,
👕 Laundry,,2023-07-05 11:30:00,20230705T163000.000Z,,,,
👕 Laundry,,2023-07-06 15:00:00,20230706T200000.000Z,,,,
👕 Laundry,,2023-07-08 17:43:00,20230708T224300.000Z,,,,
👕 Laundry,,2023-07-11 20:30:00,20230712T013000.000Z,,,,
👕 Laundry,,2023-07-14 12:30:00,20230714T173000.000Z,,,,
👕 Laundry,,2023-07-16 17:00:00,20230716T220000.000Z,,,,
👕 Laundry,,2023-07-18 20:00:00,20230719T010000.000Z,,,,
👕 Laundry,,2023-07-20 21:30:00,20230721T023000.000Z,,,,
👕 Laundry,,2023-07-23 18:30:00,20230723T233000.000Z,,,,
👕 Laundry,,2023-07-27 21:00:00,20230728T020000.000Z,,,,
👕 Laundry,,2023-07-30 20:30:00,20230731T013000.000Z,,,,
👕 Laundry,,2023-07-31 18:00:00,20230731T230000.000Z,,,,
👕 Laundry,,2023-08-05 22:00:00,20230806T030000.000Z,,,,
👕 Laundry,,2023-08-07 22:00:00,20230808T030000.000Z,,,,
👕 Laundry,,2023-08-09 22:00:00,20230810T030000.000Z,,,,
👕 Laundry,,2023-08-12 18:30:00,20230812T233000.000Z,,,,
👕 Laundry,,2023-08-15 21:00:00,20230816T020000.000Z,,,,
👕 Laundry,,2023-08-19 14:30:00,20230819T193000.000Z,,,,
👕 Laundry,,2023-08-21 19:00:00,20230822T000000.000Z,,,,
👕 Laundry,,2023-08-23 17:00:00,20230823T220000.000Z,,,,
👕 Laundry,,2023-08-25 09:00:00,20230825T140000.000Z,,,,
👕 Laundry,,2023-08-28 19:45:00,20230829T004500.000Z,,,,
👕 Laundry,,2023-09-04 14:00:00,20230904T190000.000Z,,,,
👕 Laundry,,2023-09-06 21:30:00,20230907T023000.000Z,,,,
👕 Laundry,,2023-09-11 22:30:00,20230912T033000.000Z,,,,
👕 Laundry,,2023-09-13 21:45:00,20230914T024500.000Z,,,,
👕 Laundry,,2023-09-17 13:30:00,20230917T183000.000Z,,,,
👕 Laundry,,2023-09-19 20:30:00,20230920T013000.000Z,,,,
👕 Laundry,,2023-09-23 18:00:00,20230923T230000.000Z,,,,
👕 Laundry,,2023-09-24 14:30:00,20230924T193000.000Z,,,,
👕 Laundry,,2023-09-27 18:00:00,20230927T230000.000Z,,,,
👕 Laundry,,2023-10-01 21:30:00,20231002T023000.000Z,,,,
👕 Laundry,,2023-10-03 20:00:00,20231004T010000.000Z,,,,
👕 Laundry,,2023-10-05 18:00:00,20231005T230000.000Z,,,,
👕 Laundry,,2023-10-08 15:30:00,20231008T203000.000Z,,,,
👕 Laundry,,2023-10-11 17:00:00,20231011T220000.000Z,,,,
👕 Laundry,,2023-10-12 17:00:00,20231012T220000.000Z,,,,
👕 Laundry,,2023-10-16 17:00:00,20231016T220000.000Z,,,,
👕 Laundry,,2023-10-19 18:00:00,20231019T230000.000Z,,,,
👕 Laundry,,2023-10-22 12:30:00,20231022T173000.000Z,,,,
👕 Laundry,,2023-10-25 17:30:00,20231025T223000.000Z,,,,
👕 Laundry,,2023-10-28 16:00:00,20231028T210000.000Z,,,,
👕 Laundry,,2023-11-02 22:00:00,20231103T030000.000Z,,,,
👕 Laundry,,2023-11-04 12:00:00,20231104T170000.000Z,,,,
👕 Laundry,,2023-11-06 19:00:00,20231107T010000.000Z,,,,
👕 Laundry,,2023-11-09 20:00:00,20231110T020000.000Z,,,,
👕 Laundry,,2023-11-10 19:00:00,20231111T010000.000Z,,,,
👕 Laundry,,2023-11-12 16:00:00,20231112T220000.000Z,,,,
👕 Laundry,,2023-11-14 19:00:00,20231115T010000.000Z,,,,
👕 Laundry,,2023-11-17 19:00:00,20231118T010000.000Z,,,,
👕 Laundry,,2023-11-23 12:00:00,20231123T180000.000Z,,,,
👕 Laundry,,2023-11-26 09:30:00,20231126T153000.000Z,,,,
👕 Laundry,,2023-11-29 19:30:00,20231130T013000.000Z,,,,
👕 Laundry,,2023-12-03 14:30:00,20231203T203000.000Z,,,,
👕 Laundry,,2023-12-06 22:00:00,20231207T040000.000Z,,,,
👕 Laundry,,2023-12-10 18:00:00,20231211T000000.000Z,,,,
👕 Laundry,,2023-12-13 13:30:00,20231213T193000.000Z,,,,
👕 Laundry,,2023-12-17 21:00:00,20231218T030000.000Z,,,,
👕 Laundry,,2023-12-20 21:00:00,20231221T030000.000Z,,,,
👕 Laundry,,2023-12-22 19:30:00,20231223T013000.000Z,,,,
👕 Laundry,,2023-12-25 22:00:00,20231226T040000.000Z,,,,
👕 Laundry,,2024-01-01 21:00:00,20240102T030000.000Z,,,,
👕 Laundry,,2024-01-05 22:00:00,20240106T040000.000Z,,,,
👕 Laundry,,2024-01-06 17:00:00,20240106T230000.000Z,,,,
👕 Laundry,,2024-01-09 18:00:00,20240110T000000.000Z,,,,
👕 Laundry,,2024-01-12 20:00:00,20240113T020000.000Z,,,,
👕 Laundry,,2024-01-14 21:00:00,20240115T030000.000Z,,,,
👕 Laundry,,2024-01-17 18:00:00,20240118T000000.000Z,,,,
👕 Laundry,,2024-01-20 18:30:00,20240121T003000.000Z,,,,
👕 Laundry,,2024-01-21 21:30:00,20240122T033000.000Z,,,,
👕 Laundry,,2024-01-24 20:30:00,20240125T023000.000Z,,,,
👕 Laundry,,2024-01-25 20:30:00,20240126T023000.000Z,,,,
👕 Laundry,,2024-01-28 10:00:00,20240128T160000.000Z,,,,
👕 Laundry,,2024-01-31 14:30:00,20240131T203000.000Z,,,,
👕 Laundry,,2024-02-02 13:00:00,20240202T190000.000Z,,,,
👕 Laundry,,2024-02-04 14:00:00,20240204T200000.000Z,,,,
👕 Laundry,,2024-02-07 17:00:00,20240207T230000.000Z,,,,
👕 Laundry,,2024-02-10 10:00:00,20240210T160000.000Z,,,,
👕 Laundry,,2024-02-11 12:00:00,20240211T180000.000Z,,,,
👕 Laundry,,2024-02-12 19:00:00,20240213T010000.000Z,,,,
👕 Laundry,,2024-02-15 18:00:00,20240216T000000.000Z,,,,
👕 Laundry,,2024-02-18 16:00:00,20240218T220000.000Z,,,,
👕 Laundry,,2024-02-22 19:00:00,20240223T010000.000Z,,,,
👕 Laundry,,2024-02-25 12:00:00,20240225T180000.000Z,,,,
👕 Laundry,,2024-02-26 16:30:00,20240226T223000.000Z,,,,
👕 Laundry,,2024-02-29 18:00:00,20240301T000000.000Z,,,,
👕 Laundry,,2024-03-03 17:00:00,20240303T230000.000Z,,,,
👕 Laundry,,2024-03-05 18:30:00,20240306T003000.000Z,,,,
👕 Laundry,,2024-03-06 18:00:00,20240307T000000.000Z,,,,
👕 Laundry,,2024-03-10 17:30:00,20240310T223000.000Z,,,,
👕 Laundry,,2024-03-14 17:00:00,20240314T220000.000Z,,,,
👕 Laundry,,2024-03-18 17:00:00,20240318T220000.000Z,,,,
👕 Laundry,,2024-03-22 14:00:00,20240322T190000.000Z,,,,
👕 Laundry,,2024-03-24 16:00:00,20240324T210000.000Z,,,,
👕 Laundry,,2024-03-26 18:00:00,20240326T230000.000Z,,,,
👕 Laundry,,2024-03-27 15:00:00,20240327T200000.000Z,,,,
👕 Laundry,,2024-03-30 12:00:00,20240330T170000.000Z,,,,
👕 Laundry,,2024-04-01 10:30:00,20240401T153000.000Z,,,,
👕 Laundry,,2024-04-03 14:00:00,20240403T190000.000Z,,,,
👕 Laundry,,2024-04-05 16:00:00,20240405T210000.000Z,,,,
👕 Laundry,,2024-04-07 16:00:00,20240407T210000.000Z,,,,
👕 Laundry,,2024-04-08 20:00:00,20240409T010000.000Z,,,,
👕 Laundry,,2024-04-10 19:00:00,20240411T000000.000Z,,,,
👕 Laundry,,2024-04-12 17:00:00,20240412T220000.000Z,,,,
👕 Laundry,,2024-04-14 16:00:00,20240414T210000.000Z,,,,
👕 Laundry,,2024-04-16 18:00:00,20240416T230000.000Z,,,,
👕 Laundry,,2024-04-18 18:00:00,20240418T230000.000Z,,,,
👕 Laundry,,2024-04-20 18:00:00,20240420T230000.000Z,,,,
👕 Laundry,,2024-04-22 20:00:00,20240423T010000.000Z,,,,
👕 Laundry,,2024-04-23 19:00:00,20240424T000000.000Z,,,,
👕 Laundry,,2024-04-26 17:00:00,20240426T220000.000Z,,,,
👕 Laundry,,2024-04-29 18:00:00,20240429T230000.000Z,,,,
👕 Laundry,,2024-04-30 18:00:00,20240430T230000.000Z,,,,
👕 Laundry,,2024-05-04 12:45:00,20240504T174500.000Z,,,,
👕 Laundry,,2024-05-06 20:00:00,20240507T010000.000Z,,,,
👕 Laundry,,2024-05-08 20:00:00,20240509T010000.000Z,,,,
👕 Laundry,,2024-05-12 19:00:00,20240513T000000.000Z,,,,
👕 Laundry,,2024-05-13 20:30:00,20240514T013000.000Z,,,,
👕 Laundry,,2024-05-17 15:00:00,20240517T200000.000Z,,,,
👕 Laundry,,2024-05-19 15:00:00,20240519T200000.000Z,,,,
👕 Laundry,,2024-05-21 19:00:00,20240522T000000.000Z,,,,
👕 Laundry,,2024-05-24 15:00:00,20240524T200000.000Z,,,,
👕 Laundry,,2024-05-28 18:00:00,20240528T230000.000Z,,,,
👕 Laundry,,2024-05-30 19:30:00,20240531T003000.000Z,,,,
👕 Laundry,,2024-06-08 10:00:00,20240608T150000.000Z,,,,
👕 Laundry,,2024-06-11 18:00:00,20240611T230000.000Z,,,,
👕 Laundry,,2024-06-15 18:00:00,20240615T230000.000Z,,,,
👕 Laundry,,2024-06-17 21:30:00,20240618T023000.000Z,,,,
👕 Laundry,,2024-06-20 19:00:00,20240621T000000.000Z,,,,
👕 Laundry,,2024-06-22 11:00:00,20240622T160000.000Z,,,,
👕 Laundry,,2024-06-23 17:00:00,20240623T220000.000Z,,,,
👕 Laundry,,2024-06-26 18:00:00,20240626T230000.000Z,,,,
👕 Laundry,,2024-06-30 16:30:00,20240630T213000.000Z,,,,
👕 Laundry,,2024-07-01 12:30:00,20240701T173000.000Z,,,,
👕 Laundry,,2024-07-03 21:30:00,20240704T023000.000Z,,,,
👕 Laundry,,2024-07-07 08:00:00,20240707T130000.000Z,,,,
👕 Laundry,,2024-07-10 21:00:00,20240711T020000.000Z,,,,
👕 Laundry,,2024-07-12 09:00:00,20240712T140000.000Z,,,,
👕 Laundry,,2024-07-14 20:30:00,20240715T013000.000Z,,,,
👕 Laundry,,2024-07-17 18:00:00,20240717T230000.000Z,,,,
👕 Laundry,,2024-07-19 19:00:00,20240720T000000.000Z,,,,
👕 Laundry,,2024-07-21 19:00:00,20240722T000000.000Z,,,,
👕 Laundry,,2024-07-22 21:00:00,20240723T020000.000Z,,,,
👕 Laundry,,2024-07-24 20:00:00,20240725T010000.000Z,,,,
👕 Laundry,,2024-07-28 13:30:00,20240728T183000.000Z,,,,
👕 Laundry,,2024-07-31 20:00:00,20240801T010000.000Z,,,,
👕 Laundry,,2024-08-01 21:30:00,20240802T023000.000Z,,,,
👕 Laundry,,2024-08-04 14:00:00,20240804T190000.000Z,,,,
👕 Laundry,,2024-08-06 20:00:00,20240807T010000.000Z,,,,
👕 Laundry,,2024-08-10 14:00:00,20240810T190000.000Z,,,,
👕 Laundry,,2024-08-12 20:00:00,20240813T010000.000Z,,,,
👕 Laundry,,2024-08-15 17:30:00,20240815T223000.000Z,,,,
👕 Laundry,,2024-08-16 14:00:00,20240816T190000.000Z,,,,
👕 Laundry,,2024-08-18 20:00:00,20240819T010000.000Z,,,,
👕 Laundry,,2024-08-20 20:00:00,20240821T010000.000Z,,,,
👕 Laundry,,2024-08-22 18:00:00,20240822T230000.000Z,,,,
👕 Laundry,,2024-08-25 14:00:00,20240825T190000.000Z,,,,
👕 Laundry,,2024-08-29 19:00:00,20240830T000000.000Z,,,,
👕 Laundry,,2024-08-30 12:00:00,20240830T170000.000Z,,,,
👕 Laundry,,2024-09-01 13:00:00,20240901T180000.000Z,,,,
👕 Laundry,,2024-09-02 17:00:00,20240902T220000.000Z,,,,
👕 Laundry,,2024-09-04 20:00:00,20240905T010000.000Z,,,,
👕 Laundry,,2024-09-08 19:00:00,20240909T000000.000Z,,,,
👕 Laundry,,2024-09-10 20:00:00,20240911T010000.000Z,,,,
👕 Laundry,,2024-09-14 09:00:00,20240914T140000.000Z,,,,
👕 Laundry,,2024-09-15 13:00:00,20240915T180000.000Z,,,,
👕 Laundry,,2024-09-17 19:00:00,20240918T000000.000Z,,,,
👕 Laundry,,2024-09-20 16:30:00,20240920T213000.000Z,,,,
👕 Laundry,,2024-09-23 19:00:00,20240924T000000.000Z,,,,
👕 Laundry,,2024-09-26 19:00:00,20240927T000000.000Z,,,,
👕 Laundry,,2024-09-29 08:30:00,20240929T133000.000Z,,,,
👕 Laundry,,2024-10-01 20:00:00,20241002T010000.000Z,,,,
👕 Laundry,,2024-10-03 18:00:00,20241003T230000.000Z,,,,
👕 Laundry,,2024-10-06 08:00:00,20241006T130000.000Z,,,,
👕 Laundry,,2024-10-08 18:00:00,20241008T230000.000Z,,,,
👕 Laundry,,2024-10-10 20:00:00,20241011T010000.000Z,,,,
👕 Laundry,,2024-10-12 18:00:00,20241012T230000.000Z,,,,
👕 Laundry,,2024-10-14 18:00:00,20241014T230000.000Z,,,,
👕 Laundry,,2024-10-16 19:15:00,20241017T001500.000Z,,,,
👕 Laundry,,2024-10-19 19:30:00,20241020T003000.000Z,,,,
👕 Laundry,,2024-10-22 19:45:00,20241023T004500.000Z,,,,
👕 Laundry,,2024-10-23 18:30:00,20241023T233000.000Z,,,,
👕 Laundry,,2024-10-25 18:00:00,20241025T230000.000Z,,,,
👕 Laundry,,2024-10-27 18:00:00,20241027T230000.000Z,,,,
👕 Laundry,,2024-10-29 18:00:00,20241029T230000.000Z,,,,
👕 Laundry,,2024-11-02 09:30:00,20241102T143000.000Z,,,,
👕 Laundry,,2024-11-05 17:00:00,20241105T230000.000Z,,,,
👕 Laundry,,2024-11-08 18:00:00,20241109T000000.000Z,,,,
👕 Laundry,,2024-11-11 19:00:00,20241112T010000.000Z,,,,
👕 Laundry,,2024-11-13 18:30:00,20241114T003000.000Z,,,,
👕 Laundry,,2024-11-16 18:00:00,20241117T000000.000Z,,,,
👕 Laundry,,2024-11-17 16:00:00,20241117T220000.000Z,,,,
👕 Laundry,,2024-11-19 18:00:00,20241120T000000.000Z,,,,
👕 Laundry,,2024-11-25 18:00:00,20241126T000000.000Z,,,,
👕 Laundry,,2024-11-26 20:00:00,20241127T020000.000Z,,,,
👕 Laundry,,2024-11-29 14:00:00,20241129T200000.000Z,,,,
👕 Laundry,,2024-12-01 17:30:00,20241201T233000.000Z,,,,
👕 Laundry,,2024-12-02 18:00:00,20241203T000000.000Z,,,,
👕 Laundry,,2024-12-04 14:30:00,20241204T203000.000Z,,,,
👕 Laundry,,2024-12-08 13:30:00,20241208T193000.000Z,,,,
👕 Laundry,,2024-12-11 18:00:00,20241212T000000.000Z,,,,
👕 Laundry,,2024-12-12 18:00:00,20241213T000000.000Z,,,,
👕 Laundry,,2024-12-15 19:00:00,20241216T010000.000Z,,,,
👕 Laundry,,2024-12-17 19:00:00,20241218T010000.000Z,,,,
👕 Laundry,,2024-12-21 13:00:00,20241221T190000.000Z,,,,
👕 Laundry,,2024-12-22 17:00:00,20241222T230000.000Z,,,,
👕 Laundry,,2024-12-25 18:00:00,20241226T000000.000Z,,,,
👕 Laundry,,2024-12-27 10:00:00,20241227T160000.000Z,,,,
👕 Laundry,,2025-12-29 13:00:00,20241229T190000.000Z,,,,
👕 Laundry,,2025-01-01 18:00:00,20250102T000000.000Z,,,,
👕 Laundry,,2025-01-05 11:00:00,20250105T170000.000Z,,,,
🚘 Oil Change,,2019-03-08 12:30:00,20190308T183000.000Z,,,,
🚘 Oil Change,,2019-07-26 12:30:00,20190726T173000.000Z,"Conventional - 18,370 ($52.62)",,,
🚘 Oil Change,,2019-11-22 12:30:00,20191122T183000.000Z,"Full Synthetic + Cabin Air Filter - 21,380 ($138.16)",,,
🚘 Oil Change,,2020-05-11 12:45:00,20200511T174500.000Z,"Full Synthetic + Air Filter - 24,823 ($128.68)",,,
🚘 Oil Change,,2020-09-18 15:30:00,20200918T203000.000Z,"Full Synthetic + Tire Rotation + Complete Fuel Treatment - 27,980 ($139.22)",,,
🚘 Oil Change,,2021-02-11 12:45:00,20210211T184500.000Z,"Full Synthetic MaxLife Oil - 30,419 ($81.85)",,,
🚘 Oil Change,,2022-01-07 09:30:00,20220107T153000.000Z,"Oil & Filter + Tire Rotation - 37,865 ($79.07)",,,
🚘 Oil Change,,2022-12-01 09:00:00,20221201T150000.000Z,"5K Service - 47,399 - ($68)",,,
🚘 Oil Change,,2023-08-22 09:00:00,20230822T140000.000Z,"5K Service - 55,245 - ($98)",,,
🚘 Oil Change,,2024-02-29 07:45:00,20240229T134500.000Z,"5K Service - 60,267 - ($116)",,,
🚘 Oil Change,,2024-10-16 07:30:00,20241016T123000.000Z,"5K Service (BG Additive) - 67,475 ($144.35)",,,
🚘 Oil Change,,2025-07-23 17:30:00,20250723T223000.000Z,Oil & Engine Filter + Fuel System Cleaning - ($241.82),,,
🪒 OneBlade,,2020-02-28 08:03:00,20200228T140300.000Z,,,,
🪒 OneBlade,,2021-02-28 12:00:00,20210228T180000.000Z,,,,
🪒 OneBlade,,2022-03-02 18:00:00,20220303T000000.000Z,,,,
🪒 OneBlade,,2023-05-11 08:00:00,20230511T130000.000Z,,,,
🪒 OneBlade,,2024-05-09 07:30:00,20240509T123000.000Z,,,,
🪒 OneBlade,,2025-03-31 08:30:00,20250331T133000.000Z,,,,
🪒 OneBlade,,2026-01-07 19:30:00,20260108T013000.000Z,,,,
🛏 Sheets,,2020-01-17 17:30:00,20200117T233000.000Z,,,,
🛏 Sheets,,2020-01-25 17:33:00,20200125T233300.000Z,,,,
🛏 Sheets,,2020-02-03 18:09:00,20200204T000900.000Z,,,,
🛏 Sheets,,2020-02-11 22:40:00,20200212T044000.000Z,,,,
🛏 Sheets,,2020-02-20 22:08:00,20200221T040800.000Z,,,,
🛏 Sheets,,2020-03-03 22:33:00,20200304T043300.000Z,,,,
🛏 Sheets,,2020-03-08 19:57:00,20200309T005700.000Z,,,,
🛏 Sheets,,2020-03-16 11:13:00,20200316T161300.000Z,,,,
🛏 Sheets,,2020-03-29 22:25:00,20200330T032500.000Z,,,,
🛏 Sheets,,2020-04-05 20:04:00,20200406T010400.000Z,,,,
🛏 Sheets,,2020-04-14 14:31:00,20200414T193100.000Z,,,,
🛏 Sheets,,2020-04-22 15:12:00,20200422T201200.000Z,,,,
🛏 Sheets,,2020-04-28 21:03:00,20200429T020300.000Z,,,,
🛏 Sheets,,2020-05-05 17:30:00,20200505T223000.000Z,,,,
🛏 Sheets,,2020-05-12 15:21:00,20200512T202100.000Z,,,,
🛏 Sheets,,2020-05-19 11:09:00,20200519T160900.000Z,,,,
🛏 Sheets,,2020-05-27 19:11:00,20200528T001100.000Z,,,,
🛏 Sheets,,2020-06-03 17:19:00,20200603T221900.000Z,,,,
🛏 Sheets,,2020-06-10 17:18:00,20200610T221800.000Z,,,,
🛏 Sheets,,2020-06-17 15:30:00,20200617T203000.000Z,,,,
🛏 Sheets,,2020-06-25 10:58:00,20200625T155800.000Z,,,,
🛏 Sheets,,2020-07-02 19:31:00,20200703T003100.000Z,,,,
🛏 Sheets,,2020-07-08 15:17:00,20200708T201700.000Z,,,,
🛏 Sheets,,2020-07-16 19:41:00,20200717T004100.000Z,,,,
🛏 Sheets,,2020-07-22 16:00:00,20200722T210000.000Z,,,,
🛏 Sheets,,2020-07-31 19:08:00,20200801T000800.000Z,,,,
🛏 Sheets,,2020-08-10 16:33:00,20200810T213300.000Z,,,,
🛏 Sheets,,2020-08-17 13:19:00,20200817T181900.000Z,,,,
🛏 Sheets,,2020-08-24 13:48:00,20200824T184800.000Z,,,,
🛏 Sheets,,2020-09-02 11:35:00,20200902T163500.000Z,,,,
🛏 Sheets,,2020-09-10 19:55:00,20200911T005500.000Z,,,,
🛏 Sheets,,2020-09-17 20:18:00,20200918T011800.000Z,,,,
🛏 Sheets,,2020-09-25 00:37:00,20200925T053700.000Z,,,,
🛏 Sheets,,2020-10-05 23:16:00,20201006T041600.000Z,,,,
🛏 Sheets,,2020-10-17 18:01:00,20201017T230100.000Z,,,,
🛏 Sheets,,2020-10-25 19:11:00,20201026T001100.000Z,,,,
🛏 Sheets,,2020-11-01 21:44:00,20201102T034400.000Z,,,,
🛏 Sheets,,2020-11-09 22:34:00,20201110T043400.000Z,,,,
🛏 Sheets,,2020-11-17 20:12:00,20201118T021200.000Z,,,,
🛏 Sheets,,2020-11-24 21:56:00,20201125T035600.000Z,,,,
🛏 Sheets,,2020-12-04 20:53:00,20201205T025300.000Z,,,,
🛏 Sheets,,2020-12-11 09:00:00,20201211T150000.000Z,,,,
🛏 Sheets,,2020-12-21 16:45:00,20201221T224500.000Z,,,,
🛏 Sheets,,2021-12-31 18:00:00,20210101T000000.000Z,,,,
🛏 Sheets,,2021-01-07 23:30:00,20210108T053000.000Z,,,,
🛏 Sheets,,2021-01-14 23:30:00,20210115T053000.000Z,,,,
🛏 Sheets,,2021-01-22 22:30:00,20210123T043000.000Z,,,,
🛏 Sheets,,2021-01-30 17:00:00,20210130T230000.000Z,,,,
🛏 Sheets,,2021-02-09 13:00:00,20210209T190000.000Z,,,,
🛏 Sheets,,2021-02-16 18:15:00,20210217T001500.000Z,,,,
🛏 Sheets,,2021-02-23 19:30:00,20210224T013000.000Z,,,,
🛏 Sheets,,2021-03-02 23:00:00,20210303T050000.000Z,,,,
🛏 Sheets,,2021-03-09 18:15:00,20210310T001500.000Z,,,,
🛏 Sheets,,2021-03-16 14:45:00,20210316T194500.000Z,,,,
🛏 Sheets,,2021-03-23 21:30:00,20210324T023000.000Z,,,,
🛏 Sheets,,2021-03-30 20:00:00,20210331T010000.000Z,,,,
🛏 Sheets,,2021-04-06 22:30:00,20210407T033000.000Z,,,,
🛏 Sheets,,2021-04-13 21:30:00,20210414T023000.000Z,,,,
🛏 Sheets,,2021-04-20 20:00:00,20210421T010000.000Z,,,,
🛏 Sheets,,2021-04-27 17:30:00,20210427T223000.000Z,,,,
🛏 Sheets,,2021-05-04 19:30:00,20210505T003000.000Z,,,,
🛏 Sheets,,2021-05-11 22:15:00,20210512T031500.000Z,,,,
🛏 Sheets,,2021-05-18 18:00:00,20210518T230000.000Z,,,,
🛏 Sheets,,2021-05-25 21:00:00,20210526T020000.000Z,,,,
🛏 Sheets,,2021-06-02 20:30:00,20210603T013000.000Z,,,,
🛏 Sheets,,2021-06-10 16:45:00,20210610T214500.000Z,,,,
🛏 Sheets,,2021-06-21 14:30:00,20210621T193000.000Z,,,,
🛏 Sheets,,2021-06-28 22:00:00,20210629T030000.000Z,,,,
🛏 Sheets,,2021-07-08 22:30:00,20210709T033000.000Z,,,,
🛏 Sheets,,2021-07-19 20:15:00,20210720T011500.000Z,,,,
🛏 Sheets,,2021-07-27 20:00:00,20210728T010000.000Z,,,,
🛏 Sheets,,2021-08-04 11:00:00,20210804T160000.000Z,,,,
🛏 Sheets,,2021-08-12 14:00:00,20210812T190000.000Z,,,,
🛏 Sheets,,2021-08-19 22:00:00,20210820T030000.000Z,,,,
